Id,Review_Date,Author_Name,Vehicle_Title,Review_Title,Review,Rating
934, on 01/23/06 23:17 PM (PST),youngsrt4 ,2004 Dodge Neon SRT-4 SRT-4 4dr Sedan (2.4L 4cyl Turbo 5M),"Great fun for $20,000"," This car is way too much fun.  Get on the pedal and this baby will fly.  I love that they added a limited slip ATB differential as it gives this powerhouse hardly any noticeable torque steer.  Just point and hold on.  I am also very pleased with the fuel economy for a car with this much performance.  I have averaged about 26 mpg with it (getting 29 at least 4 times) even with the winter weather.  This car also has far more performance that anything even close to its price range.  Even my friend who is a foreign car lover (he drives nothing but Toyotas) loves it.  He told me it's like riding in a car from the Fast and the Furious.  If I can get someone like that to love it, anyone can.",4.625
935, on 01/13/06 02:36 AM (PST),ListerofSmeg ,2004 Dodge Neon SRT-4 SRT-4 4dr Sedan (2.4L 4cyl Turbo 5M),SRT-4 performance," This car delivers power in all gears. I drove it to southern California and back to Seattle, Washington and averaged almost 31 MPG! I would never have believed a car with this much power could get that kind of mileage. All my friends are blown away by how amazingly tight this car corners. (some of them own WRX's)",4.75
936, on 01/04/06 22:38 PM (PST),baby viper ,2004 Dodge Neon SRT-4 SRT-4 4dr Sedan (2.4L 4cyl Turbo 5M),The baby Viper," My SRT-4 is the most fun car I've ever driven. Two thumbs up to Chrysler on this one. It scares me every time I crank it over. It's extremely fast for a $20,000 passenger car.",4.875
937, on 12/23/05 11:33 AM (PST),neonsrt4 ,2004 Dodge Neon SRT-4 SRT-4 4dr Sedan (2.4L 4cyl Turbo 5M),Badest little machine ever," I love this car.  I installed the Mopar Blow off, and it's extremely fast.  The interior is awesome and it will stop on a dime.  Expect to go through a lot of tires.  It's hard to restrain yourself when with that much on tap.  It handles pretty good but needs a little negative camber up front to handle better.  Trunk is huge and useful and the back seat lays down easily.  For the first 10,000 miles I got 17 MPG.  after the engine got broke in it pulled to near 27 on the highway. Dodge asks that Mobil 1 full synthetic oil be ran in it.  Other than that I've had no qualms with maintainence.  If you're buying one, get maintainence records.  On a turbo car ensure that the oil changes were done",4.375
938, on 10/12/05 23:06 PM (PDT),Artist in the Ambula ,2004 Dodge Neon SRT-4 SRT-4 4dr Sedan (2.4L 4cyl Turbo 5M),I love this car!," I have owned this car for a year now and it has been great. Dodge's build quality while not exceptional has been better than my ""German"" Jetta of just a year younger. The power of this car is amazing. However, that does come at a price, especially with FWD, but torque steer is minimal. Gas mileage though is much worse than advertised. I stay out of boost throughout most of my driving and I average around 17mpg in the city. Highway is much better though, about 26mpg which is good for the car. The car turns heads but mostly from the wrong crowd that try to race unfortunately. Get car to take onto the track/drag. No matter all the negatives the car has, I love this car and will have it forever.",4.25
939, on 08/25/05 11:32 AM (PDT),SRTified ,2004 Dodge Neon SRT-4 SRT-4 4dr Sedan (2.4L 4cyl Turbo 5M),King of Bang for the Buck," What a great little car! Stuff a 2.4L Turbo, heavy duty trans and limited slip diff underhood, then add a good suspension, different styling, and viola - the perfect FWD performance deal.  I've been getting about 27 mpg after the engine break-in. No problems to date. Exhaust is a bit loud, but I kind of like it. It doesn't drone on the expressway. Handling is darn good for a FWD car, and brakes are terrific. It has the Kicker/Livin Loud stereo, and sounds very good! I would prefer to be able to turn the sub up a bit.  Can't go wrong for the money!",4.375
940, on 07/18/05 01:18 AM (PDT),Scott ,2004 Dodge Neon SRT-4 SRT-4 4dr Sedan (2.4L 4cyl Turbo 5M),Speed Demon," Overall I would have to say I like this car.  The acceleration is awesome, but the engine is too loud.  Brakes are nice.  Shifting is too stiff, and acceleration in first gear is difficult since its FWD.  If you accelerate too fast, the front tires bounce so it slows you down a little.  The car seems to make some funny noises in the motor which I'm praying are just noise and not an upcoming problem.  I had a 2001 Neon SE, and they are very similar in driving (except for the turbo).  It kind of scares me though, since after 70,000 miles the Neon SE began losing power and the brakes got worse. ",4.375
941, on 05/25/05 00:26 AM (PDT),Erica ,2004 Dodge Neon SRT-4 SRT-4 4dr Sedan (2.4L 4cyl Turbo 5M),Can't stop talking about my car," I have owned my car over a year now, and everyone around me is already sick of how much I talk and talk about it.  I have had owners of much more expensive sporty sedans, coupes, and true two- seater sports cars try out my SRT-4 and to a person have all been amazed at it's power, acceleration and performance.  Fun to drive is an over simplification. When I mention the price, it can't be believed.  Reading professional reviews, most complaints are about the interior.  Well, I say, I'd take a toned-down interior to be able to afford this kind of power and performance!  In my opinion, I want all of the ""bells and whistles"" under the hood.",4.875
942, on 04/06/05 14:18 PM (PDT),Tom ,2004 Dodge Neon SRT-4 SRT-4 4dr Sedan (2.4L 4cyl Turbo 5M),My Review," This is the car to have, if your not loaded with money and like a good American car. Take my word for it, the SRT-4 is such a fun car to drive. It's addicting...find out for yourself.",4.875
943, on 04/01/05 10:11 AM (PST),John ,2004 Dodge Neon SRT-4 SRT-4 4dr Sedan (2.4L 4cyl Turbo 5M),Rocket ship," This car is so fast and fun I am suprised it is legal!  I bought it in October of '04 with 4k miles on it.  In the 5 months that I have had it I have put on 18000 miles without any problems.  Even with all the performance I still get an average of 28 mpg.  Everyone that has ridden in the SRT4 has been super impressed with the performance.  The interior is quiet, comfortable and super supportive.  The handling is good, the performance is awesome and the gas mileage is good and the stock stereo sounds pretty good too.  What more could you ask for!",5
944, on 01/18/05 11:59 AM (PST),Ashley ,2004 Dodge Neon SRT-4 SRT-4 4dr Sedan (2.4L 4cyl Turbo 5M),"Great performance, piece of junk"," I currently own three Neons, a 99, a 99 R/tTand an 04 SRT.  The SRT has been the most problematic by far.  Problems on the SRT include an oil leak at 400 miles. Now i have 32,000 and it has yet to be fixed; axle seal went at 6,000, numerous computer problems, steering problems, and the most recent problem has to deal with the throttle sticking open.  I was very excited to get this SRT since I'm a total Neon geek, however it was a huge let down.  The performance is great and it's fun to run at the track, but it would be great if the build and reliability of the vehicle matched its performance.  I've owned it for a year and I'm ready to sell.  Thanks Dodge.",3.25
945, on 01/09/05 12:48 PM (PST),Crono ,2004 Dodge Neon SRT-4 SRT-4 4dr Sedan (2.4L 4cyl Turbo 5M),Modern day muscle car ," This is by far the most fun car I have ever driven. The power is unbelievable and the suspension is very tight while only being a little harsh. The brakes bring you back down to legal speeds in a hurry, which will be necessary if this car is driven like it shound be. The steering is quick but very heavy and a bit on the numb side. Being 6'6"" I could use a little more headroom and legroom. It's not quite as roomy as my previous car, a Ford Focus ZX3. The heavily bolstered front seats are actually really comfortable while making sure you don't slide around when taking that ""suggested"" 30 mph off ramp at 70 mph. Best car buy ever.",4.625
946, on 01/05/05 16:45 PM (PST),Chris ,2004 Dodge Neon SRT-4 SRT-4 4dr Sedan (2.4L 4cyl Turbo 5M),SRT-4 Rule," i have put over 28,000 miles on it in less than a year.so ask yourself if you think it is fun to drive!",5
947, on 01/04/05 18:38 PM (PST),K.J. ,2004 Dodge Neon SRT-4 SRT-4 4dr Sedan (2.4L 4cyl Turbo 5M),WOW!! This car hauls ass!!!!," All I have to say is that this vehicle is one fast ride! There is no turbo lag, just sheer power when you need it. Even without using the recommended 91 octane, the car still puts out 11psi of boost and pulls nicely. The handling is excellent and the ride quality is very good considering the abilities of the vehicle. The brakes do an excellent job of stopping the vehicle under heavy braking without ever fading. The exhaust is somewhat loud due to lack of mufflers, but to a car enthusiast such as myself, it's music to my ears. The seats are wonderfully supportive during hard cornering but having the wide side bolsters makes is somewhat difficult to get in. An excellent ride for under 22K!",4.625
948, on 01/01/05 14:13 PM (PST),TurboQueen ,2004 Dodge Neon SRT-4 SRT-4 4dr Sedan (2.4L 4cyl Turbo 5M),Awesome," This car is awesome. There is not one thing I can complain about. It will blow the doors off any other car for the price. Next to the WRX and EVO, its one of the best sport compact cars out right now.",5
949, on 11/12/04 12:45 PM (PST),srt-4 lover ,2004 Dodge Neon SRT-4 SRT-4 4dr Sedan (2.4L 4cyl Turbo 5M),Holy Crap, I am 16 years old; it is my first car andI love it.  It is fast as hell and it leaves everything behind.  It is completely stock and i had it dyno tested at 252hp which is 22 more hp than what dodge says it is.  I have no complaints.,4.875
950, on 09/30/04 00:00 AM (PDT),JeepBoy ,2004 Dodge Neon SRT-4 SRT-4 4dr Sedan (2.4L 4cyl Turbo 5M),It just so happens..," When a sports car enthusiast spends $40K on any performance car, then additional $10K on tuning, functionality and looks, he does not want to be overtaken while accelerating on a highway onramp. But this is exactly what happens when that ""sports car"" is lined up with this SRT-4. I will put this car against any $40K+ ride any day, and rest easy knowing that I paid more than 50% less for showing him what my rear looks like. Why? SRT-4 told me to do it. No really - car wants to be driven fast fast fast. I Tried to explain that to the authorities too.",5
951, on 09/17/04 00:00 AM (PDT),SHIRTandTIE ,2004 Dodge Neon SRT-4 SRT-4 4dr Sedan (2.4L 4cyl Turbo 5M),American Cars are Better!," Japanese Cars are so over-played. Everyone owns a car made in Nippon! But now it is time to come back to Gold Old American Muscle, but in the year of 2004! The Dodge SRT-4 is the car to drive and it made me come back to Chrysler and away from Ford. Japanese cars are not even in my mind anymore because they all look the same, perform well but get tired and old fast. Do yourself a favour, just get off the Japanese Bandwagon and find an American Car that you like because the Options are out there. Look again! This was a smart move by Dodge and Daimler and People are going to forget about Subaru and cheap a car that is cheap and fast and not expensive!",4.625
952, on 09/06/04 00:00 AM (PDT),puertorico ,2004 Dodge Neon SRT-4 SRT-4 4dr Sedan (2.4L 4cyl Turbo 5M),nice rocket, awesom car for the price that can beat  cars in higher price and performance.    grab the live by the horns.,5
953, on 08/24/04 00:00 AM (PDT),Jefferson ,2004 Dodge Neon SRT-4 SRT-4 4dr Sedan (2.4L 4cyl Turbo 5M),CAN I SAY HOT HOT HOT!!! Awesome Car, Very impressive what Dodge created. I WAS a WRX fan but everything changed once i test drove this beast. Confortable seats (it grabs you).  Awesome performance.  By the second week I had to upgrade my racing challenges because not even a turbocharged civic could keep up with me. hehehehe...I have NO REGRETS...Awesome car...It's worth to grab life by the horns hahahaha i just look back and the mustangs just get smaller and smaller. ,5
954, on 08/18/04 00:00 AM (PDT),mhayes716 ,2004 Dodge Neon SRT-4 SRT-4 4dr Sedan (2.4L 4cyl Turbo 5M),I Love the POWER, This is a serious car regardless of the price.  I find myself driving when I dont really need to.  And Mustages eat this... lol...,5
955, on 08/04/04 00:00 AM (PDT),KennyG ,2004 Dodge Neon SRT-4 SRT-4 4dr Sedan (2.4L 4cyl Turbo 5M),Mustang Mauler," What a great ride for a little scratch! Bought the car with a $700.00 discount then added approximately $2500.00 of ""GO FAST"" goodies and just set back and ENJOYED!  The car has run a best 1/4 mile at Orlando SpeedWorld of 12.80 @116.08 MPH.  This car now in street trim (No Slicks) spanks Mustangs, Z28 Camaros, M3 BMW's, and C5 Corvettes!  All at a lot less money and with a great ""Fun"" factor in the process.I will probably keep this car a long time as so many new ""go fast"" items are becomming available.  The car is easy to get into the 11's with chassis work to improve traction.  A real stop light sleeper! I love it and I am 58 years old!  ",3.875
956, on 08/03/04 00:00 AM (PDT),B. Stepan ,2004 Dodge Neon SRT-4 SRT-4 4dr Sedan (2.4L 4cyl Turbo 5M),Fun Fun FUN!," I had been planning on purchasing a Subaru WRX Sedan... Until I test drove the SRT-4... Having driven an 03 SRT-4, I had been somewhat dissapointed.  The 04 however, corrected most of my concern simply by adding the limited slip Differential.  Traction off the line is unbelievable for a light weight front wheel drive vehicle.  My SRT-4 routinely beats the WRX off the line along with more traditional sports cars like Mustangs, Camaros and the likes.  This car is, simply put, just fun to drive.  I look for excuses just to drive it down the street.",4.75
957, on 08/02/04 00:00 AM (PDT),rudy celaya ,2004 Dodge Neon SRT-4 SRT-4 4dr Sedan (2.4L 4cyl Turbo 5M),consumer," well, all i have to say it was an excellent purchase pleasure wise, on the other hand it doesn't hold it's value as much as a honda, but still smokes the hondas! not to mention i race v-8's, wow! I nearly by atleast the minimum length of half a car, i lose to corvettes, porsches, and such. the boost the turbo puts out is incredible, the suspension is a nice ride. if i had one complaint, it would be too much torque steer, but the torque comes handy off the line, especially when the lsd does its job with the support of my bf goodrich g- force street slicks. it's all about mopar!!!",4.625
958, on 07/25/04 00:00 AM (PDT),SHOPE ,2004 Dodge Neon SRT-4 SRT-4 4dr Sedan (2.4L 4cyl Turbo 5M),Just Got It," Traded in a 2003 sentra specv,I really liked that car,this car is faster,handles well,and is faster.love it.",4.5
959, on 07/21/04 00:00 AM (PDT),JustGotMine ,2004 Dodge Neon SRT-4 SRT-4 4dr Sedan (2.4L 4cyl Turbo 5M),Need more time with it but loving it., When I got in the car to test drive it there was 17 miles on the Odometer.  I have it home and have run a few errands but need to spend more time with it.  I have the alternate (non-viper style) front seats and really like them.  I really like the cloth centers in the seats for a more comfortable california summer.,4.625
960, on 07/19/04 00:00 AM (PDT),dolphins79 ,2004 Dodge Neon SRT-4 SRT-4 4dr Sedan (2.4L 4cyl Turbo 5M),My Car,"     If your looking for a ""very fast"" but also ""very fun"" car, then the Dodge Neon SRT-4 is definately the right choice.     Although getting in and out of the drivers seat is definately a chore, the passenger gets to get in and enjoy a very fun and exciting ride, only to jump out and admire the design of the car. That and reminiscing about the ride that left them gripping their seats.    See. Now I think I'm gonna go for a cruise..... To all consumers...ENJOY!!!!",4.625
961, on 07/19/04 00:00 AM (PDT),BOOSTED ,2004 Dodge Neon SRT-4 SRT-4 4dr Sedan (2.4L 4cyl Turbo 5M),Great car," Ive had this car for about a month now, and absolutely love it. The sound and feeling you get when the turbo spools is great. Also there is nothing like pulling up to a Mustang GT and pulling a couple cars on him. Handling is great, but the power can be overwellming coming out of turns, but thats a good complaint to have. Love the looks everone gives me when they think to themselves ""did i just get beat by a neon?""",4.875
962, on 07/10/04 00:00 AM (PDT),therock2 ,2004 Dodge Neon SRT-4 SRT-4 4dr Sedan (2.4L 4cyl Turbo 5M),Awesome car," This car is amazing, the performance is unbeatable for the price, and its very fun to drive",4.75
963, on 07/05/04 00:00 AM (PDT),celsius ,2004 Dodge Neon SRT-4 SRT-4 4dr Sedan (2.4L 4cyl Turbo 5M),ego killer," If you want to totally embarrass mustangs, firebirds, z's, wrx's, souped-up wet-fart civics, and hang or surpass vehicles that cost $15,000 more, this is the vehicle for you.  The only problem (read: fun) I have is staying out of trouble with the police.  The fastest production vehicle for under 21 grand.  ",5
964, on 07/02/04 00:00 AM (PDT),Pete00 ,2004 Dodge Neon SRT-4 SRT-4 4dr Sedan (2.4L 4cyl Turbo 5M),ZOOOM !!, off the chainn !!!,5
965, on 06/30/04 00:00 AM (PDT),kayc ,2004 Dodge Neon SRT-4 SRT-4 4dr Sedan (2.4L 4cyl Turbo 5M),Not just a neon, If your are in the market for a  perfomance car you dont wanna miss the srt4.Most power youll find for 20k.Ive had mine for four months and I love it.,4.875
966, on 06/29/04 00:00 AM (PDT),Wonghunglow ,2004 Dodge Neon SRT-4 SRT-4 4dr Sedan (2.4L 4cyl Turbo 5M),American Rice Power Rules," Lots of go power, handles great too at speeds over 90, the honda is a sitting duck waiting to get quacked.",4
967, on 06/25/04 00:00 AM (PDT),Quick ,2004 Dodge Neon SRT-4 SRT-4 4dr Sedan (2.4L 4cyl Turbo 5M),Alot of bang for any buck," Well-rounded performance, period! Handling is very good. Brakes are excellent! Vicious power! Good-looking interior (except the door plastic). Zero defects. No squeaks or rattles on my car! Only the Mach 1, WRX(& STI), and EVO provide similar, but less ""bang for the buck"". Then you need to move into the $45,000 range to equal or surpass performance.  The Mustang Cobra is around $38,000, but the stock handling and brakes are no better (maybe worse). Dodge does not advertise this car.  Not many on the road where I live. Only ""gear-heads"" know about the car. Therefore, strangely exclusive.  ",4.875
968, on 06/15/04 00:00 AM (PDT),Jason SRT-4 ,2004 Dodge Neon SRT-4 SRT-4 4dr Sedan (2.4L 4cyl Turbo 5M),SRT-4 Review," Awesome bang for your buck performance ride!  Already three months old and I still get an ear to ear grin everytime I get into it.  With just a few minor performance modificatons (provided by Mopar), my car is already putting down 280hp to the wheels.. I just can't get over the fun to drive aspect of this car!  I definitly think there is a direct correlation between my right foot and a smile on my face!",4.875
969, on 06/15/04 00:00 AM (PDT),P-38lightning ,2004 Dodge Neon SRT-4 SRT-4 4dr Sedan (2.4L 4cyl Turbo 5M),SRT-4," INcredibly fun to drive, and the best performance that you can get in the price range.",4.875
970, on 06/14/04 00:00 AM (PDT),SDWE61988 ,2004 Dodge Neon SRT-4 SRT-4 4dr Sedan (2.4L 4cyl Turbo 5M),A blast to drive.," This thing is a rocket.  Everyone I have taken for a test drive says the same thing.  ""Oh my god!"".  I have teken a couple Corvette owners and Mustang owners.  They all very impressed with the acceration. This car is the best bang for the buck value around in my opinion.  While the Viper style seats are tight, They are comfortable.  I think the interier is just as good as the imports,  dispite all the critics comments.  I would recomend this car to anyone who is looking for a fun vehicle. ",4.625
971, on 06/10/04 00:00 AM (PDT),GOTNEON ,2004 Dodge Neon SRT-4 SRT-4 4dr Sedan (2.4L 4cyl Turbo 5M),Damm Fast Car," I am a previous 01 Neon R/T owner and decided to take the whole neon onwership to a new level.  Loved my R/T and got use to a neons quirks/problems.   From mile one on my SRT I noticed a dramatic increase in handling ability and most of all POWER.   Holy Horses Batman!!!! this car has POWER...  Been able to walk away from WRX's, STANG GT's, and new ZZZZ's.   And SRT can do this factory stock.  Can't wait to add stage 3 (300hp/320TQ at wheels) and mess with  VET's and Cobra's.  Ought to give them a good run.     ",4.875
972, on 06/05/04 00:00 AM (PDT),ljl1225 ,2004 Dodge Neon SRT-4 SRT-4 4dr Sedan (2.4L 4cyl Turbo 5M),Dogde neon rating, the dodge neon is comfortable to drive -,5
973, on 06/04/04 00:00 AM (PDT),Lee2220 ,2004 Dodge Neon SRT-4 SRT-4 4dr Sedan (2.4L 4cyl Turbo 5M),Best Performance Bargain of the Decade," This car's speed scares the crap out of me.  Great performance/acceleration and supurb handling as well as braking.  The stock 230 horses under the hood will melt the plastic off the front bumber in this great compact.  The acceleration is as good if not better than new stock Mustang Mach 1's, Nissan Z's and the comparable WRX.  The anti-lock brakes will stop the car in no time.  This thing is treasure found in a chest.  The best investment I have ever bought!  Althought I don't suggest tyring 150 mph on the freeway, this car is capable of it!",4.875
974, on 06/03/04 00:00 AM (PDT),redram ,2004 Dodge Neon SRT-4 SRT-4 4dr Sedan (2.4L 4cyl Turbo 5M),most fun you can have for the money, Go est drive one it speaks for itself,4.875
975, on 05/28/04 00:00 AM (PDT),Srt4mom ,2004 Dodge Neon SRT-4 SRT-4 4dr Sedan (2.4L 4cyl Turbo 5M),Most fun in years ," I've had my SRT-4 for 6 months now. I upgraded from a 2000 Neon.  I love the car, I love the reactions of people when they see it.  The performance is outstanding and it is definitely the most fun I've ever had with a car - and I've been driving for 35 years. I'm just waiting for my husband to get his rebuilt Firebird on the track so I can show him just what a little ""neon"" can do. ",4.875
976, on 05/27/04 00:00 AM (PDT),charles gass ,2004 Dodge Neon SRT-4 SRT-4 4dr Sedan (2.4L 4cyl Turbo 5M),Surprisingly Good Value," Was my wifes first new car purchase and while we bought it for the value, it has turned out to be way above what we expected for the price.",4.5
977, on 05/27/04 00:00 AM (PDT),ChiTownCrckr ,2004 Dodge Neon SRT-4 SRT-4 4dr Sedan (2.4L 4cyl Turbo 5M),It ROCKS!," So far it is great, My favorite part is when I am cruising down the high way and you try to cut around someone, but being the ignorant person they are, they try to step on it and not let you cut in, then you step on it and watch them disappear in your rearview mirror.",4.75
978, on 05/24/04 00:00 AM (PDT),luislll ,2004 Dodge Neon SRT-4 SRT-4 4dr Sedan (2.4L 4cyl Turbo 5M),"Good, but....."," My options were the SRT-4, Impreza WRX (Or STI), Mitsubishi evolution.I drove the srt-4, good power for the money, but is not confortable, I felt tire after the test drive, the seats were not the best, also I didn't like the turn radio.I have decided for the Impreza, now I'm thinking between the WRX or the STI; I know that the difference on price between those models and teh SRT4 are big; but if you are going to spend more than 20K (besides the modifications), you need the best.",2.875
979, on 05/23/04 00:00 AM (PDT),Gary Baker  ,2004 Dodge Neon SRT-4 SRT-4 4dr Sedan (2.4L 4cyl Turbo 5M),srt4, this thing is great it is sporty looking drives great the interior is wonderful the seats are great when your driving a sports car u dont want to have to hold the wheel to stay in your seat these seats hold you in place it has great brakes stop on a dime great throttle response this thing is fast the funnest car ever for 20k ,5
980, on 05/19/04 00:00 AM (PDT),Dave Webber ,2004 Dodge Neon SRT-4 SRT-4 4dr Sedan (2.4L 4cyl Turbo 5M),Pocket Rocket, Car is just plain FUN to drive. Lots of HP back up by decent handling. ,5
981, on 05/18/04 00:00 AM (PDT),Lord J ,2004 Dodge Neon SRT-4 SRT-4 4dr Sedan (2.4L 4cyl Turbo 5M),This car is the bomb!," This is the best car i have ever drove, it has lots of features and upgrades that are avalible. There's been no competion on the street with this car, (beside the M5 that kicked my butt which i expected for $60,000+)it is fast and furious, and i dont regret buying this car, and for the price, its a steal, im waiting for Stage 2 turbo upgrade to make this car even faster, good job Dodge, 2 thumbs up.",4.875
982, on 05/16/04 00:00 AM (PDT),Levey ,2004 Dodge Neon SRT-4 SRT-4 4dr Sedan (2.4L 4cyl Turbo 5M),Another tremendous sport compact," The market right now is glutted with tremendous performance sport compacts.  I really believe there is one to suit every personality out there.  But if all out performance (and particularly acceleration) is what is most important to you, then there can be no other choice then the SRT-4.  It can sprint like a V-8 Mustang and corner like a compact. ",4
983, on 05/15/04 00:00 AM (PDT),cooz123 ,2004 Dodge Neon SRT-4 SRT-4 4dr Sedan (2.4L 4cyl Turbo 5M),Amazing!," Yes, it's like a broken record, but I have to agree with 90 percent of the posts here, this car is all that and more. Everything about the SRT-4 brings a smile to my face. I used to drive an 87 Mustang GT and that car doesn't come close to the fun factor I experience in my SRT. Stage 2 and new wheels and tires are in my forecast. I hope this car will go down in history as one of, If not the best bang for buck cars ever sold. ",5
984, on 10/18/16 14:37 PM (PDT),NRamos ,2002 Dodge Neon Sedan SXT 4dr Sedan (2.0L 4cyl 5M),Owned my 2002 SXT since it had 787 Miles," I love this car and bought it from a Dealer in Suffolk (not a fan) but overall loved its handling, the way it drove (drives like a truck) and handles. I have an Automatic and have kept it in storage for many years as I had an incident with Flooding in Ghent around 2003.  But I have always had the oil changed and kept it running in good shape.  As long as I had the oil changed, it has been a low maintenance vehicle.  I did have issues of back firing but this was because of the workmanship of the work done from flood damage.  Overall, I love the sunroof, the reliability, handling and the sound system.  The car was Car of the Year for Dodge back in 2002.  My vehicle was sold with a Bose System.  I have to sell my car unfortunately, but I did enjoy owning it.  I hope someone enjoys it as much as I did.",5
985, on 01/30/16 16:07 PM (PST),jackie ,2002 Dodge Neon Sedan 4dr Sedan (2.0L 4cyl 5M),I love my little neon," This car is very reliable an comfortable to ride in,i bought mine new an now after 13 years still driving it.",5
986, on 12/15/15 21:47 PM (PST),Matthew ,2002 Dodge Neon Sedan 4dr Sedan (2.0L 4cyl 5M),They should've Dodged this Neon!," I can honestly say that this has to be one of the worst cars Dodge ever built. My fiancé and I bought ours when it was 10 years old, it only had 90,000 miles on it though. Ever since it was bought, it has nothing but problems. The owner before us was an old lady who had pasted away. She treated the car like it was her first born child so I know the issues didn't come from her driving it. The transmission is terrible. It slips, backfires, and sometimes doesn't even go into gear. The engine has terrible power and constantly leaks oil. The coolant tank leaks. The electronics are terrible. Interior lights don't work anymore. Interior is cheaply made. The dash has bubbles all over it. The back windows leak whenever it storms which makes the inside of the car soaked. The engine is extremely loud, it sounds like you have all the windows down whenever you're driving it. The car vibrates, shakes, and knocks. Headlights have terrible visibility. The only thing that's decent in this vechicle are the speakers. It has a great, stock sound system. The reason I'm writing a review on a 14 year old car is because they're cheap to buy now but I honestly wouldn't waste $500 on this car because you'll end up putting 10x that in repairs. Stay away from this car. It shouldn't have ever been made.",2
987, on 06/04/14 15:26 PM (PDT),rostropovich ,2002 Dodge Neon Sedan SXT 4dr Sedan (2.0L 4cyl 5M),Unfortunate purchase," I've had this car for almost 2 years, and have had problem after problem, regret upon regret.I have treated it like my firstborn, always hoping that after /this/ repair it will run well for a good long time, but no, not a chance. Got it for $2800 at 81000 miles, but put $4000 in repairs in the first year, including rotors, e-brake, sway bar links and bushings, control arm bushings, muffler, transmission mount, shifter cables, steering tie rod and lights. It never quite felt like it was driving nicely even after repairs. The story ends with the transmission failing. UNCLE!",3.25
988, on 12/06/13 13:39 PM (PST),thatguythere13 ,2002 Dodge Neon Sedan SXT 4dr Sedan (2.0L 4cyl 5M),Piece of Junk," I bought this car as my first car when I was 16 years old. Believing it was a great car, good size, good MPG, and being that I paid under $6000 with it having less than 30,000 miles I figured it would last me long enough to turn around and sell it for a decent chunk of change. Here it is, 6 years later, I've vested well over a grand into it in monotonous repairs to a car with under 80,000 (as of today 12/6) should not be having. I think it may finally be back in working shape, but at this point I am sick of it. The amount of money I've put in repetative repairs is enough to make me want to torch it. Neon's have a history of being terribly built. Abide by that fact. ",1.375
989, on 11/16/13 01:01 AM (PST),andrew30947 ,2002 Dodge Neon Sedan SXT 4dr Sedan (2.0L 4cyl 5M),02 Dodge Neon (Automatic)," As I said it is an automatic and Dodge made a programming error in the Neon's automatic transmission so that's about the only problem. I bought MJ this year with 83K miles (now 90k) when I bought the car I had no experience in the mechanics and if I had I wouldn't have bought THAT Neon BUT I am glad I did. If you like paying people to fix your car, do notbuy a Neon. If you can fix things on your own get it. MJ has been through a LOT (off road, 3 or 4 wrecks, and a half country trip) but she keeps going, I did pay quite a bit to fix her up but a lot was the previous owner (the wrecks were limited to suspension damage and a cracked rim) since the complete fix I haven't spent a dime.",4
990, on 12/22/12 14:23 PM (PST),nicole30 ,2002 Dodge Neon Sedan 4dr Sedan (2.0L 4cyl 5M),dodge neon 02," This car was great at first(80,000), but after a year with 111,000 miles on it, had to surrender to pick n pull....This car will need extra special help if you want it to last. Cheap, but not a good choice if you want a soid car.",1.875
991, on 07/30/12 16:59 PM (PDT),menifee3 ,2002 Dodge Neon Sedan 4dr Sedan (2.0L 4cyl 5M),Since 2002," I have owned this car since 2002.It runs incredibly fantastic.No problems since ownership.I have nearly 90K miles on it and take it into L.A. every day.Runs smooth, 35 mpg Hwy (Higher than officially rated), and an unbelievable air conditioner which I can only run on low, even on hot days, because it get's so cold in the car.The AC is better than the one in my Mercedes!While far from being a chick magnet, this car is the most reliable car I've ever owned.And I'm keeping it!",4.75
992, on 06/09/12 08:09 AM (PDT),eamin637 ,2002 Dodge Neon Sedan 4dr Sedan (2.0L 4cyl 5M),Good at First...," I got my neon almost 3 yrs ago, at first it was nice and it got me around. I got it with 79,000 miles on it. Within the first week the dash got bubbles in it. After that it ran okay, hard, long start and misfiring every once in awhile. 1st yr I had to replace the brakes, rotors, tires, and bushing cost $700. The next year just new bulbs $10. Recently before I got rid of it I had to replace the struts, tire rod, brakes again, stabilizer pin, emergency brake and radiator $900+. I had the final straw when I finished fixing all of that and the catalytic converter went out.. I was terrified of driving the car and I took good care of it with regular maintenance. I would not recommend this car.",2.75
993, on 03/27/12 12:03 PM (PDT),roodieb ,2002 Dodge Neon Sedan ES 4dr Sedan (2.0L 4cyl 5M),Great Car!  I recommend highly!," I bought this car with 24K miles on it and have put almost 120K on it since then.I commute 60 miles round trip each day and spend alot of time on the road.While the ride is not as smooth as some would like, the handling of the car is good and the reliability has been terrific.I have not had any major repairs that have needed to be done, but have replaced the normal wear parts like tires, brakes and battery.The car handles great in the snow and also on wet roads.The body style is attractive and the lines are clean.The blind spot view is a little limited by the fast back style as well as by the rear spoiler.Once you are used to this and compensate for it, it is not a problem.",4.375
